"","id","n_accidents","All.usual.residents","Males","Females","children","adults","A Road","B Road","Motorway","Not Classified","Unclassified","Total_km","LSOA11CD"
"558","W01000558",75,2058,1002,1056,424,1634,7.164,4.929,0,37.276,47.878,97.247,"W01000558"
"559","W01000559",62,1451,746,705,256,1195,3.762,4.684,0,46.357,85.192,139.995,"W01000559"
"560","W01000560",109,1207,630,577,214,993,7.691,10.374,0,38.218,44.746,101.029,"W01000560"
"561","W01000561",43,1256,629,627,280,976,4.362,0,0,24.864,30.574,59.8,"W01000561"
"562","W01000562",57,1696,837,859,288,1408,5.483,16.318,0,48.949,79.611,150.361,"W01000562"
"563","W01000563",75,1207,597,610,248,959,6.613,5.06,0,11.585,21.525,44.783,"W01000563"
"564","W01000564",42,1211,598,613,201,1010,1.721,0.392,0,4.497,3.203,9.813,"W01000564"
"565","W01000565",13,1873,881,992,328,1545,1.046,0.945,0,2.705,5.743,10.439,"W01000565"
"566","W01000566",41,1546,742,804,303,1243,3.075,0,0,2.201,5.96,11.236,"W01000566"
"567","W01000567",13,1988,997,991,414,1574,1.782,0,0,7.332,11.176,20.29,"W01000567"
"568","W01000568",62,2301,1168,1133,446,1855,0.422,0.464,0,1.097,7.245,9.228,"W01000568"
"569","W01000569",26,1327,642,685,369,958,0.512,0.645,0,0.232,2.76,4.149,"W01000569"
"570","W01000570",14,1474,691,783,508,966,0,0,0,0.041,3.796,3.837,"W01000570"
"571","W01000571",55,2260,1068,1192,444,1816,0.24,1.54,0,1.513,5.741,9.034,"W01000571"
"572","W01000572",43,1850,873,977,405,1445,1.629,1.198,0,4.111,6.33,13.268,"W01000572"
"573","W01000573",157,2496,1164,1332,525,1971,1.151,0,0,0.837,11.535,13.523,"W01000573"
"574","W01000574",89,1877,938,939,353,1524,0,28.135,0,104.495,87.925,220.555,"W01000574"
"575","W01000575",193,2517,1177,1340,522,1995,4.887,2.673,0,12.094,27.014,46.668,"W01000575"
"576","W01000576",80,2262,1116,1146,475,1787,7.228,0.105,0,15.989,26.463,49.785,"W01000576"
"577","W01000577",85,1598,774,824,302,1296,7.405,6.387,0,37.977,45.316,97.085,"W01000577"
"578","W01000578",82,1671,830,841,279,1392,8.068,2.684,0,20.693,31.837,63.282,"W01000578"
"579","W01000579",78,2352,1154,1198,526,1826,8.781,7.619,0,22.481,60.579,99.46,"W01000579"
"580","W01000580",72,2336,1137,1199,515,1821,0,0,0,5.756,23.33,29.086,"W01000580"
"581","W01000581",27,1464,732,732,252,1212,9.371,6.367,0,23.116,57.443,96.297,"W01000581"
"582","W01000582",28,1659,808,851,327,1332,0,9.919,0,44.429,83.181,137.529,"W01000582"
"583","W01000583",31,1445,701,744,334,1111,6.566,2.752,0,23.44,30.105,62.863,"W01000583"
"584","W01000584",94,2083,1024,1059,441,1642,4.888,4.446,0,21.609,36.488,67.431,"W01000584"
"585","W01000585",205,1408,702,706,252,1156,12.335,3.748,0,58.523,76.136,150.742,"W01000585"
"586","W01000586",97,2202,1059,1143,527,1675,1.861,0,0,5.56,10.414,17.835,"W01000586"
"587","W01000587",86,2003,1003,1000,345,1658,1.069,0.497,0,2.443,5.893,9.902,"W01000587"
"588","W01000588",39,2157,1044,1113,559,1598,0.327,1.752,0,11.098,9.129,22.306,"W01000588"
"589","W01000589",30,1152,557,595,270,882,0.007,0,0,0.371,3.328,3.706,"W01000589"
"590","W01000590",2,1087,510,577,152,935,0,0,0,0.385,3.545,3.93,"W01000590"
"591","W01000591",30,1187,555,632,268,919,0,0,0,2.971,10.433,13.404,"W01000591"
"592","W01000592",14,1304,636,668,346,958,0,0,0,0.255,4.043,4.298,"W01000592"
"593","W01000593",114,2763,1355,1408,605,2158,1.483,0,0,1.632,11.574,14.689,"W01000593"
"594","W01000594",27,2254,1142,1112,545,1709,0.111,0,0,0.839,5.318,6.268,"W01000594"
"595","W01000595",29,1923,894,1029,383,1540,1.495,1.272,0,1.064,4.597,8.428,"W01000595"
"596","W01000596",107,1509,723,786,303,1206,10.792,4.765,0,19.084,17.158,51.799,"W01000596"
"597","W01000597",31,1161,520,641,203,958,4.039,0,0,13.439,15.045,32.523,"W01000597"
"598","W01000598",17,2219,1055,1164,428,1791,0.12,1.687,0,1.762,8.922,12.491,"W01000598"
"599","W01000599",136,2150,1042,1108,493,1657,3.964,3.662,0,18.627,18.816,45.069,"W01000599"
"600","W01000600",45,1658,851,807,348,1310,0.765,0.046,0,1.121,2.963,4.895,"W01000600"
"601","W01000601",105,1544,720,824,452,1092,2.645,0,0,1.364,6.625,10.634,"W01000601"
"602","W01000602",30,1306,641,665,250,1056,0.726,0.218,0,1.29,5.124,7.358,"W01000602"
"603","W01000603",71,1897,949,948,458,1439,0.484,0.941,0,2.606,6.839,10.87,"W01000603"
"604","W01000604",13,1514,757,757,392,1122,0,0.51,0,0.484,5.254,6.248,"W01000604"
"605","W01000605",15,1834,923,911,452,1382,0,0.164,0,0.659,6.111,6.934,"W01000605"
"606","W01000606",23,1650,770,880,495,1155,0,1.185,0,1.223,4.138,6.546,"W01000606"
"607","W01000607",54,2060,1006,1054,517,1543,0.999,0.169,0,2.017,7.789,10.974,"W01000607"
"608","W01000608",47,1434,724,710,272,1162,1.468,1.149,0,0.562,4.405,7.584,"W01000608"
"609","W01000609",30,2408,1144,1264,380,2028,2.298,0.191,0,4.68,13.232,20.401,"W01000609"
"610","W01000610",94,1710,814,896,278,1432,5.235,3.373,0,33.591,20.657,62.856,"W01000610"
"611","W01000611",137,1664,812,852,272,1392,9.553,5.449,0,20.76,33.72,69.482,"W01000611"
"612","W01000612",47,1841,914,927,332,1509,10.739,3.05,0,26.112,51.499,91.4,"W01000612"
"613","W01000613",34,2218,1091,1127,400,1818,3.52,10.534,0,67.589,89.542,171.185,"W01000613"
"614","W01000614",30,1405,688,717,253,1152,0,5.662,0,22.955,53.519,82.136,"W01000614"
"615","W01000615",39,1535,763,772,267,1268,0.892,0.209,0,4.798,9.944,15.843,"W01000615"
"616","W01000616",22,1093,536,557,178,915,0,2.029,0,5.859,9.124,17.012,"W01000616"
"617","W01000617",82,1487,745,742,329,1158,12.975,0,0,34.141,74.565,121.681,"W01000617"
"618","W01000618",43,1877,1046,831,343,1534,7.773,3.121,0,24.694,66.715,102.303,"W01000618"
"619","W01000619",47,2112,979,1133,402,1710,2.724,0.445,0,3.827,5.579,12.575,"W01000619"
"620","W01000620",31,1030,529,501,134,896,0.903,0,0,0.626,1.61,3.139,"W01000620"
"621","W01000621",33,1554,732,822,292,1262,1.485,0.05,0,8.811,4.337,14.683,"W01000621"
"622","W01000622",104,1536,751,785,316,1220,0,11.344,0,25.112,53.772,90.228,"W01000622"
"623","W01000623",69,1973,970,1003,425,1548,0.238,7.106,0,33.812,85.389,126.545,"W01000623"
"624","W01000624",133,2315,1153,1162,473,1842,14.149,0.254,0,70.733,73.9,159.036,"W01000624"
"625","W01000625",35,1200,575,625,303,897,0.487,0,0,1.652,3.624,5.763,"W01000625"
"626","W01000626",91,1462,717,745,289,1173,1.393,0,0,1.916,5.382,8.691,"W01000626"
"627","W01000627",65,2175,1063,1112,474,1701,0.297,0,0,6.959,17.808,25.064,"W01000627"
"628","W01000628",114,1593,782,811,300,1293,0.517,0.6,0,2.59,7.209,10.916,"W01000628"
"629","W01000629",34,1731,834,897,374,1357,0.007,0,0,2.119,3.617,5.743,"W01000629"
"630","W01000630",14,1661,819,842,392,1269,0,0,0,2.292,3.522,5.814,"W01000630"
"631","W01000631",32,1776,874,902,434,1342,0,0.026,0,1.051,4.459,5.536,"W01000631"
"632","W01000632",10,1457,718,739,335,1122,0.14,0,0,0.276,2.759,3.175,"W01000632"
"633","W01000633",32,1412,692,720,256,1156,0,2.178,0,4.732,5.498,12.408,"W01000633"
"634","W01000634",23,1377,667,710,208,1169,1.262,0.6,0,2.425,5.459,9.746,"W01000634"
"635","W01000635",77,2265,1103,1162,482,1783,1.694,2.764,0,5.153,10.153,19.764,"W01000635"
"636","W01000636",12,1942,925,1017,481,1461,0,0.346,0,0.584,5.622,6.552,"W01000636"
"637","W01000637",14,1427,681,746,334,1093,0,0,0,0.831,5.334,6.165,"W01000637"
"638","W01000638",7,1193,586,607,338,855,0,0,0,0.139,2.323,2.462,"W01000638"
"639","W01000639",15,1361,661,700,269,1092,0,0,0,0.781,3.124,3.905,"W01000639"
"640","W01000640",21,1161,565,596,181,980,3.102,0,0,1.795,5.025,9.922,"W01000640"
"641","W01000641",132,2075,1038,1037,283,1792,2.411,0.572,0,2.179,7.316,12.478,"W01000641"
"642","W01000642",104,1725,805,920,279,1446,3.041,3.51,0,8.958,10.076,25.585,"W01000642"
"643","W01000643",9,1689,773,916,422,1267,0,0.445,0,0.565,3.511,4.521,"W01000643"
"644","W01000644",25,1857,820,1037,371,1486,0.181,0.12,0,6.076,9.408,15.785,"W01000644"
"645","W01000645",20,1697,770,927,383,1314,0,0,0,0.982,3.852,4.834,"W01000645"
"646","W01000646",75,2214,1072,1142,437,1777,6.93,3.648,0,35.796,61.496,107.87,"W01000646"
"647","W01000647",99,1518,743,775,296,1222,14.172,0,0,95.107,108.763,218.042,"W01000647"
"648","W01000648",67,1480,754,726,287,1193,6.021,11.238,0,76.109,49.598,142.966,"W01000648"
"649","W01000649",195,1538,762,776,262,1276,9.652,4.488,0,26.723,55.884,96.747,"W01000649"
"650","W01000650",86,1613,824,789,265,1348,13.844,15.139,0,156.331,103.504,288.818,"W01000650"
"651","W01000651",46,1588,767,821,343,1245,0.963,0.892,0,2.507,6.233,10.595,"W01000651"
"652","W01000652",11,2009,951,1058,499,1510,0,0.141,0,0.68,4.767,5.588,"W01000652"
"653","W01000653",47,1465,691,774,271,1194,0.348,0.598,0,1.632,3.905,6.483,"W01000653"
"654","W01000654",68,1738,878,860,349,1389,0.899,0.824,0,3.937,4.141,9.801,"W01000654"
"655","W01000655",52,2054,970,1084,532,1522,0.488,0.505,0,3.764,7.41,12.167,"W01000655"
"656","W01000656",36,2139,1032,1107,475,1664,1.688,0,0,3.56,12.092,17.34,"W01000656"
"657","W01000657",41,1078,511,567,197,881,1.407,0,0,9.079,6.016,16.502,"W01000657"
"658","W01000658",31,1269,639,630,286,983,0.724,0,0,1.769,5.195,7.688,"W01000658"
"659","W01000659",33,1542,729,813,395,1147,0,0.867,0,2.8,5.058,8.725,"W01000659"
"660","W01000660",18,1539,739,800,316,1223,0,0.102,0,1.775,4.201,6.078,"W01000660"
"661","W01000661",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","W01000662",71,2155,1060,1095,427,1728,0,9.824,0,13.1,18.985,41.909,"W01000662"
"663","W01000663",27,2261,1062,1199,430,1831,0,2.247,0,3.232,13.236,18.715,"W01000663"
"664","W01000664",77,1805,887,918,358,1447,1.376,0.523,0,4.858,14.264,21.021,"W01000664"
"665","W01000665",175,1780,883,897,320,1460,5.226,6.436,1.013,5.093,13.623,31.391,"W01000665"
"666","W01000666",44,1446,707,739,309,1137,1.236,0.686,0.155,0.908,3.061,6.046,"W01000666"
"667","W01000667",51,1412,675,737,286,1126,0.311,1.229,0,2.584,5.507,9.631,"W01000667"
"668","W01000668",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","W01000669",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","W01000670",17,1619,779,840,342,1277,0,0.361,0,0.542,3.213,4.116,"W01000670"
"671","W01000671",48,1904,911,993,432,1472,3.626,1.075,0,7.277,16.11,28.088,"W01000671"
"672","W01000672",138,1629,799,830,307,1322,14.568,9.695,0,83.044,48.004,155.311,"W01000672"
"673","W01000673",29,1222,598,624,235,987,5.815,0,0,36.876,18.244,60.935,"W01000673"
"674","W01000674",84,2087,1080,1007,394,1693,6.643,0,0,75.145,116.968,198.756,"W01000674"
"675","W01000675",108,1963,960,1003,345,1618,4.399,18.555,0,22.023,54.414,99.391,"W01000675"
"676","W01000676",99,1532,757,775,279,1253,6.653,1.37,0,27.484,42.137,77.644,"W01000676"
"677","W01000677",36,1439,667,772,298,1141,1.56,0.052,0,2.121,3.923,7.656,"W01000677"
"678","W01000678",86,1421,702,719,237,1184,15.029,0,0,129.651,75.239,219.919,"W01000678"
"679","W01000679",34,1268,629,639,269,999,2.567,0.394,0,4.481,7.423,14.865,"W01000679"
"680","W01000680",23,2011,975,1036,395,1616,1.679,0.913,0,6.263,20.518,29.373,"W01000680"
"681","W01000681",38,1983,986,997,426,1557,3.486,0.658,0,5.223,11.273,20.64,"W01000681"
"682","W01000682",50,1381,655,726,298,1083,6.021,2.923,0,18.694,42.606,70.244,"W01000682"
"683","W01000683",27,1059,542,517,177,882,0,15.35,0,97.656,100.699,213.705,"W01000683"
"684","W01000684",157,1851,921,930,381,1470,12.23,9.675,0,24.788,57.701,104.394,"W01000684"
"685","W01000685",114,1589,801,788,326,1263,4.224,9.329,0,31.817,33.809,79.179,"W01000685"
"686","W01000686",91,1262,630,632,250,1012,8.613,3.872,0,42.771,42.659,97.915,"W01000686"
"687","W01000687",128,1929,971,958,363,1566,23.465,0,0,80.918,152.17,256.553,"W01000687"
"688","W01000688",46,1808,900,908,402,1406,5.72,3.57,0,13.893,22.077,45.26,"W01000688"
"689","W01000689",49,1619,778,841,293,1326,6.307,3.999,0,34.929,45.289,90.524,"W01000689"
"690","W01000690",49,1755,875,880,346,1409,1.923,0.765,0,5.21,9.08,16.978,"W01000690"
"691","W01000691",25,1591,772,819,303,1288,0,1.553,0,0.465,4.563,6.581,"W01000691"
"692","W01000692",24,1618,809,809,416,1202,0.009,0.521,0,1.539,4.293,6.362,"W01000692"
"693","W01000693",15,1079,490,589,206,873,0,0.34,0,0.224,3.895,4.459,"W01000693"
"694","W01000694",309,1302,649,653,221,1081,10.522,4.737,0,12.517,35.434,63.21,"W01000694"
"695","W01000695",27,1534,769,765,310,1224,0,2.291,0,6.694,14.304,23.289,"W01000695"
"696","W01000696",72,1568,790,778,302,1266,0,10.118,0,19.029,40.897,70.044,"W01000696"
"697","W01000697",122,1834,909,925,345,1489,3.026,0.356,0,2.915,9.798,16.095,"W01000697"
"698","W01000698",33,1906,906,1000,430,1476,0.959,1.531,0,1.01,6.431,9.931,"W01000698"
"699","W01000699",262,1530,773,757,295,1235,10.1,5.464,0,15.51,25.139,56.213,"W01000699"
"700","W01000700",65,2006,969,1037,334,1672,0,9.154,0,31.848,90.102,131.104,"W01000700"
"701","W01000701",73,1589,777,812,345,1244,11.719,7.694,0,62.694,55.753,137.86,"W01000701"
"702","W01000702",19,1218,604,614,263,955,2.411,1.599,0,3.214,6.687,13.911,"W01000702"
"703","W01000703",41,1863,896,967,439,1424,0.922,0,0,2.302,4.746,7.97,"W01000703"
"704","W01000704",32,1640,785,855,310,1330,0.989,0,0,1.153,3.915,6.057,"W01000704"
"705","W01000705",37,1954,937,1017,484,1470,0,0,0,2.457,5.361,7.818,"W01000705"
"706","W01000706",101,1649,811,838,396,1253,0.386,1.392,0,1.746,3.951,7.475,"W01000706"
"707","W01000707",19,1473,702,771,395,1078,0,0.366,0,0,3.492,3.858,"W01000707"
"708","W01000708",36,1384,693,691,356,1028,0,1.117,0,2.44,4.897,8.454,"W01000708"
"709","W01000709",116,2248,1118,1130,433,1815,7.555,14.603,0,42.686,90.242,155.086,"W01000709"
"710","W01000710",66,2271,1119,1152,497,1774,5.236,1.194,0,16.301,13.707,36.438,"W01000710"
"711","W01000711",33,2030,968,1062,412,1618,0.731,0.919,0,15.179,7.686,24.515,"W01000711"
"712","W01000712",14,1496,752,744,312,1184,0,1.959,0,1.402,5.833,9.194,"W01000712"
"713","W01000713",20,1393,704,689,309,1084,0,2.684,0,1.934,4.99,9.608,"W01000713"
"714","W01000714",17,1452,712,740,297,1155,0.656,0,0,1.078,3.917,5.651,"W01000714"
"715","W01000715",47,1297,640,657,266,1031,0.61,0,0,0.559,4.566,5.735,"W01000715"
"716","W01000716",40,1337,659,678,269,1068,0,5.846,0,7.838,7.558,21.242,"W01000716"
"717","W01000717",14,1431,705,726,280,1151,0,2.17,0,2.697,5.927,10.794,"W01000717"
"718","W01000718",17,1424,700,724,315,1109,1.167,0,0,0.614,4.544,6.325,"W01000718"
"719","W01000719",81,1497,741,756,313,1184,4.144,0,0,7.817,5.257,17.218,"W01000719"
"720","W01000720",93,1632,802,830,259,1373,6.728,1.147,0,11.666,12.734,32.275,"W01000720"
"721","W01000721",28,1363,639,724,306,1057,3.25,1.91,0,12.106,11.46,28.726,"W01000721"
"722","W01000722",130,1304,646,658,188,1116,9.104,4.31,0,19.559,40.838,73.811,"W01000722"
"723","W01000723",28,1370,681,689,241,1129,0,0,0,15.767,34.729,50.496,"W01000723"
"724","W01000724",49,1912,920,992,420,1492,0,1.642,0,3.77,9.51,14.922,"W01000724"
"725","W01000725",72,2199,1053,1146,394,1805,0.92,0.001,0,2.347,10.821,14.089,"W01000725"
"726","W01000726",41,1526,758,768,275,1251,3.163,0,0,4.281,11.614,19.058,"W01000726"
"727","W01000727",6,1010,480,530,154,856,0,0,0,0.045,2.422,2.467,"W01000727"
"728","W01000728",68,2072,1072,1000,368,1704,0,19.533,0,95.259,140.947,255.739,"W01000728"
"729","W01000729",20,1265,590,675,263,1002,0,0.842,0,2.255,3.155,6.252,"W01000729"
"730","W01000730",45,1276,636,640,265,1011,0,7.301,0,10.623,10.132,28.056,"W01000730"
"731","W01000731",94,2438,1231,1207,495,1943,3.313,1.935,0,8.41,12.648,26.306,"W01000731"
"732","W01000732",47,1390,690,700,251,1139,0,0.149,0,2.318,2.775,5.242,"W01000732"
"733","W01000733",64,1256,626,630,248,1008,0.518,0.268,0,1.532,3.756,6.074,"W01000733"
"734","W01000734",18,1433,745,688,371,1062,0,0,0,1.42,3.128,4.548,"W01000734"
"735","W01000735",53,2272,1115,1157,473,1799,2.964,2.874,0,15.017,28.155,49.01,"W01000735"
"736","W01000736",14,1715,822,893,307,1408,0,0.11,0,2.996,7.564,10.67,"W01000736"
"737","W01000737",23,1536,719,817,248,1288,0,1.471,0,2.174,5.446,9.091,"W01000737"
"738","W01000738",36,1768,851,917,448,1320,0,0,0,2.406,7.738,10.144,"W01000738"
"739","W01000739",55,1840,921,919,411,1429,0.76,1.632,0,0.955,3.785,7.132,"W01000739"
"740","W01000740",58,1658,773,885,270,1388,0.147,0,0,0.463,4.73,5.34,"W01000740"
"741","W01000741",74,1591,748,843,331,1260,0.128,0.67,0,2.463,6.887,10.148,"W01000741"
"742","W01000742",77,1581,827,754,323,1258,0.208,0.615,0,0.256,3.637,4.716,"W01000742"
"743","W01000743",419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","W01000744",88,1492,763,729,244,1248,0.887,0.135,0,0.102,3.12,4.244,"W01000744"
"745","W01000745",263,2259,1329,930,258,2001,0.881,0.412,0,1.104,4.754,7.151,"W01000745"
"746","W01000746",33,1705,923,782,155,1550,0,0,0,0.191,3.036,3.227,"W01000746"
"747","W01000747",73,1944,1135,809,215,1729,0.072,0.088,0,0.186,1.735,2.081,"W01000747"
"748","W01000748",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","W01000749",95,1860,944,916,249,1611,0.153,0.442,0,0.577,2.4,3.572,"W01000749"
"750","W01000750",16,1552,727,825,315,1237,0,0,0,1.075,5.971,7.046,"W01000750"
"751","W01000751",28,1422,691,731,228,1194,0.056,1.008,0,2.478,6.251,9.793,"W01000751"
"752","W01000752",17,1518,727,791,395,1123,0,0.097,0,0.4,4.546,5.043,"W01000752"
"753","W01000753",13,1420,666,754,337,1083,0,0,0,0.199,4.013,4.212,"W01000753"
"754","W01000754",63,1591,778,813,353,1238,0.04,0.746,0,1.778,3.742,6.306,"W01000754"
"755","W01000755",84,1957,950,1007,432,1525,0.644,0,0,1.553,4.776,6.973,"W01000755"
"756","W01000756",70,1597,777,820,365,1232,0,0.548,0,1.701,5.042,7.291,"W01000756"
"757","W01000757",93,1492,685,807,227,1265,0.989,0.634,0,1.077,3.735,6.435,"W01000757"
"758","W01000758",67,1917,962,955,381,1536,0.699,0,0,0.75,4.356,5.805,"W01000758"
"759","W01000759",39,1566,753,813,256,1310,0,1.018,0,2.045,2.935,5.998,"W01000759"
"760","W01000760",63,1670,820,850,371,1299,0.079,0.56,0,2.306,6.437,9.382,"W01000760"
"761","W01000761",69,1569,784,785,382,1187,0.293,0,0,0.534,3.517,4.344,"W01000761"
"762","W01000762",50,1594,797,797,392,1202,0,0,0,0.221,3.757,3.978,"W01000762"
"763","W01000763",19,1524,723,801,377,1147,0,0,0,0,1.578,1.578,"W01000763"
"764","W01000764",97,1649,836,813,375,1274,1.063,0,0,2.076,4.365,7.504,"W01000764"
"765","W01000765",38,1660,839,821,332,1328,0,0.118,0,0.405,2.742,3.265,"W01000765"
"766","W01000766",28,1585,740,845,381,1204,0,0,0,0.881,2.909,3.79,"W01000766"
"767","W01000767",18,1554,763,791,280,1274,0,0,0,1.109,3.442,4.551,"W01000767"
"768","W01000768",20,1395,691,704,273,1122,0,0.754,0,0.807,2.914,4.475,"W01000768"
"769","W01000769",4,1412,666,746,297,1115,0,0,0,1.165,4.595,5.76,"W01000769"
"770","W01000770",26,1576,786,790,331,1245,0,0.363,0,0.15,2.828,3.341,"W01000770"
"771","W01000771",29,1331,659,672,270,1061,1.611,0,0,3.072,6.718,11.401,"W01000771"
"772","W01000772",30,1583,742,841,364,1219,0,0,0,2.477,11.998,14.475,"W01000772"
"773","W01000773",83,2663,1312,1351,658,2005,0.878,0.628,0,2.833,8.177,12.516,"W01000773"
"774","W01000774",67,1638,810,828,333,1305,0.617,0.226,0,2.095,3.187,6.125,"W01000774"
"775","W01000775",78,1843,905,938,366,1477,6.445,5.697,0,38.108,32.277,82.527,"W01000775"
"776","W01000776",125,1853,925,928,351,1502,5.285,10.468,0,29.781,40.909,86.443,"W01000776"
"777","W01000777",54,1782,844,938,339,1443,0,1.429,0,0.458,3.993,5.88,"W01000777"
"778","W01000778",48,1890,915,975,440,1450,0,0.532,0,1.474,3.81,5.816,"W01000778"
"779","W01000779",58,1540,759,781,388,1152,0,2.317,0,2.833,4.985,10.135,"W01000779"
"780","W01000780",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","W01000781",20,1701,814,887,344,1357,0,0.008,0,0.359,3.658,4.025,"W01000781"
"782","W01000782",10,1080,514,566,162,918,0,0.284,0,0.18,2.395,2.859,"W01000782"
"783","W01000783",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","W01000784",13,1317,617,700,258,1059,0,0.801,0,0.48,1.792,3.073,"W01000784"
"785","W01000785",27,1316,664,652,247,1069,0,0.38,0,0,3.678,4.058,"W01000785"
"786","W01000786",148,1375,662,713,243,1132,3.298,3.009,0,2.894,3.645,12.846,"W01000786"
"787","W01000787",63,1551,790,761,311,1240,0.152,0.048,0,1.843,4.942,6.985,"W01000787"
"788","W01000788",243,1456,722,734,307,1149,0.895,1.654,0,1.352,4.093,7.994,"W01000788"
"789","W01000789",18,1423,685,738,324,1099,0,0.506,0,0.275,2.096,2.877,"W01000789"
"790","W01000790",48,1738,883,855,391,1347,0.004,0.349,0,0.945,4.119,5.417,"W01000790"
"791","W01000791",19,1504,736,768,341,1163,0.326,0.197,0,0,3.268,3.791,"W01000791"
"792","W01000792",46,1645,795,850,334,1311,3.187,0,0,2.681,7.479,13.347,"W01000792"
"793","W01000793",116,1890,930,960,486,1404,2.357,2.048,3.71,12.294,8.461,28.87,"W01000793"
"794","W01000794",313,2176,1078,1098,513,1663,2.739,1.543,0,5.563,20.945,30.79,"W01000794"
"795","W01000795",62,1621,806,815,364,1257,0.9,0.409,0.351,2.493,3.459,7.612,"W01000795"
"796","W01000796",86,2723,1358,1365,716,2007,0,0,0.004,1.657,10.259,11.92,"W01000796"
"797","W01000797",34,1514,736,778,291,1223,0.444,0.884,0,0.254,3.385,4.967,"W01000797"
"798","W01000798",20,1416,681,735,235,1181,0,0,0,0.198,4.079,4.277,"W01000798"
"799","W01000799",31,1935,933,1002,575,1360,0,0,0,0.525,3.968,4.493,"W01000799"
"800","W01000800",46,1500,709,791,295,1205,0,2.259,0,1.496,4.201,7.956,"W01000800"
"801","W01000801",19,1548,747,801,394,1154,0,0.865,0,0.271,2.939,4.075,"W01000801"
"802","W01000802",44,2355,1148,1207,536,1819,0.729,0.071,0,0.571,5.853,7.224,"W01000802"
"803","W01000803",56,1850,954,896,358,1492,0,0,0,34.08,52.451,86.531,"W01000803"
"804","W01000804",61,1483,700,783,249,1234,0.662,1.147,0,2.782,3.944,8.535,"W01000804"
"805","W01000805",5,1193,573,620,244,949,0,0.056,0,0.379,3.778,4.213,"W01000805"
"806","W01000806",66,1515,730,785,321,1194,0.107,0.423,0.021,0.28,2.611,3.442,"W01000806"
"807","W01000807",14,1421,714,707,242,1179,0,0,0,0.243,4.017,4.26,"W01000807"
"808","W01000808",38,1465,701,764,238,1227,0,0,0,0.496,3.341,3.837,"W01000808"
"809","W01000809",49,1604,770,834,365,1239,1.352,0.612,0,0.392,2.342,4.698,"W01000809"
"810","W01000810",19,1376,644,732,342,1034,0,0,0,0.214,3.102,3.316,"W01000810"
"811","W01000811",31,1590,808,782,379,1211,0,0,0,0.248,3.791,4.039,"W01000811"
"812","W01000812",132,1434,711,723,284,1150,1.682,0.163,0,0.396,3.259,5.5,"W01000812"
"813","W01000813",49,1624,803,821,321,1303,0.25,0.16,0,1.061,3.01,4.481,"W01000813"
"814","W01000814",29,1565,777,788,371,1194,0,0.693,0,0.514,2.955,4.162,"W01000814"
"815","W01000815",136,1599,790,809,279,1320,0.782,1.241,0.68,4.255,4.755,11.713,"W01000815"
"816","W01000816",70,1735,852,883,394,1341,0,0,0,3.027,6.6,9.627,"W01000816"
"817","W01000817",30,1769,836,933,436,1333,0,0.527,0,2.32,4.238,7.085,"W01000817"
"818","W01000818",31,1536,725,811,339,1197,0,0,0,0.24,3.188,3.428,"W01000818"
"819","W01000819",12,1437,711,726,211,1226,0,0,0,0.266,3.909,4.175,"W01000819"
"820","W01000820",51,1395,691,704,251,1144,0,1.038,0,0.514,2.197,3.749,"W01000820"
"821","W01000821",47,1494,721,773,273,1221,0,0.406,0,0.648,3.898,4.952,"W01000821"
"822","W01000822",20,1241,616,625,162,1079,0.66,0,0,3.736,3.192,7.588,"W01000822"
"823","W01000823",3,1728,802,926,322,1406,0,0.001,0,0.589,5.109,5.699,"W01000823"
"824","W01000824",13,1588,748,840,243,1345,0,1.51,0,3.383,6.717,11.61,"W01000824"
"825","W01000825",65,1437,683,754,198,1239,0.213,0.674,0,0.884,2.684,4.455,"W01000825"
"826","W01000826",31,1365,649,716,211,1154,0,0.678,0,1.775,7.13,9.583,"W01000826"
"827","W01000827",31,1358,665,693,241,1117,0,0.669,0,1.195,3.266,5.13,"W01000827"
"828","W01000828",27,1722,851,871,307,1415,0,2.791,0,4.429,14.079,21.299,"W01000828"
"829","W01000829",24,1913,920,993,364,1549,0,1.998,0,0.717,6.474,9.189,"W01000829"
"830","W01000830",47,1693,794,899,589,1104,0,0,0,0.121,4.473,4.594,"W01000830"
"831","W01000831",48,1806,850,956,445,1361,0,0,0,0.338,3.793,4.131,"W01000831"
"832","W01000832",21,1604,820,784,377,1227,0,0,0,0.127,2.999,3.126,"W01000832"
"833","W01000833",31,1750,847,903,528,1222,0,0,0,0.592,2.789,3.381,"W01000833"
"834","W01000834",32,1545,709,836,457,1088,0,0,0,0.504,4.268,4.772,"W01000834"
"835","W01000835",13,1447,649,798,374,1073,0,0,0,0.332,3.494,3.826,"W01000835"
"836","W01000836",57,2274,1080,1194,664,1610,0.061,0.362,0,0.305,6.185,6.913,"W01000836"
